Brand,Store Name,Address,City,State,Zipcode,Phone,Latitude,Longitude
McDonald's,McDonald's - Richmond Hill,4454 Us Hwy 17,Richmond Hill,GA,31324,(912) 756-3450,31.926322,-81.334755
McDonald's,McDonald's - Norfolk,5761 E Virginia Beach Blvd,Norfolk,VA,23502,(757) 461-1770,36.85503,-76.20709
McDonald's,McDonald's - Vancouver,2110 E 4th Plain Blvd,Vancouver,WA,98661,(360) 735-0583,45.638879,-122.648459
McDonald's,McDonald's - Overton,310 S Moapa Blvd,Overton,NV,89040,(702) 397-6736,36.538711,-114.442661
McDonald's,McDonald's - Washington,2616 Coneecticut Ave Nw,Washington,DC,20008,(202) 462-8773,38.924242,-77.052208
McDonald's,McDonald's - Midlothian,10201 Hull St Rd,Midlothian,VA,23112,(804) 276-3826,37.441796,-77.585015
McDonald's,McDonald's - Woodville,924 W Main Street,Woodville,OH,43469,(419) 849-2323,41.455474,-83.374077
McDonald's,McDonald's - Robinson,1402 W Main Street,Robinson,IL,62454,(618) 544-2859,39.006004,-87.754757
McDonald's,McDonald's - Camp Hill,4230 Trindle Rd,Camp Hill,PA,17011,(717) 737-3896,40.231358,-76.953239
McDonald's,McDonald's - Arnold,1464 Ritchie Hwy,Arnold,MD,21012,(410) 626-7433,39.029326,-76.504959
McDonald's,McDonald's - Wallace,5709 Nc Highway 41 South,Wallace,NC,28466,(910) 285-5064,34.73963,-77.976136
McDonald's,McDonald's - Ardmore,111 Lancaster Pike,Ardmore,PA,19003,(610) 649-7255,40.009359,-75.293123
McDonald's,McDonald's - Katy,5701 Hwy 90,Katy,TX,77494,(281) 391-3131,29.785563,-95.822533
McDonald's,McDonald's - Springville,1455 N Main,Springville,UT,84663,(801) 491-6652,40.186266,-111.609999
McDonald's,McDonald's - Crookston,1811 University Ave,Crookston,MN,56716,(218) 281-7611,47.78958,-96.612098
McDonald's,McDonald's - Cortlandt Manor,3481 Us Highway 202,Cortlandt Manor,NY,10567,(914) 737-2400,41.290097,-73.835523
McDonald's,McDonald's - Bellevue,13841 Ne 20th,Bellevue,WA,98005-2012,(425) 643-0466,47.627637,-122.154566
McDonald's,McDonald's - Bangor,632 Broadway,Bangor,ME,4401,(207) 942-0292,44.82224,-68.779246
McDonald's,McDonald's - Beckley,101 Hylton Ln,Beckley,WV,25801,(304) 252-8286,37.791712,-81.213581
McDonald's,McDonald's - Socastee,U.S. Hwy 17 Bypass,Socastee,SC,29577,(843) 293-5858,33.683166,-78.96293
McDonald's,McDonald's - Tulsa,4249 S Yale St,Tulsa,OK,74135-6004,(918) 663-0400,36.101291,-95.92183
McDonald's,McDonald's - North Bergen,8101 Tonnelle Ave,North Bergen,NJ,7047,(201) 868-9888,40.806927,-74.016922
McDonald's,McDonald's - Salem,4020 Commercial St Se,Salem,OR,97302-3839,(503) 581-3683,44.898407,-123.037908
McDonald's,McDonald's - Fulton,8191 Westside Blvd,Fulton,MD,20759,(301) 776-2124,39.147921,-76.908322
McDonald's,McDonald's - Houston,8920 Clearwood Drive,Houston,TX,77034,(713) 941-2204,29.640604,-95.244348
McDonald's,McDonald's - Parkesburg,900 Commons Drive,Parkesburg,PA,19365,(610) 857-2874,39.983139,-75.933937
McDonald's,McDonald's - Grand Rapids,6095 Kalamazoo St,Grand Rapids,MI,49508-7017,(616) 698-2710,42.853594,-85.625582
McDonald's,McDonald's - Virginia Beach,4608 Haygood Rd,Virginia Beach,VA,23455,(757) 464-0802,36.875525,-76.13546
McDonald's,McDonald's - Greeley,2440 8th Ave,Greeley,CO,80631-7035,(970) 352-6786,40.398691,-104.690574
McDonald's,McDonald's - Princeton,Rt 26 & I 80,Princeton,IL,61356,(815) 872-2281,41.396479,-89.467654
McDonald's,McDonald's - Bel Air,1 Red Pump Rd,Bel Air,MD,21014,(410) 838-5129,39.557372,-76.370504
McDonald's,McDonald's - Monroe,1180 Dixie Highway,Monroe,MI,48161,(734) 242-6400,41.924881,-83.365288
McDonald's,McDonald's - Topsham,1 Topsham Fair Mall,Topsham,ME,4086,(207) 729-5010,43.939697,-69.976419
McDonald's,McDonald's - Riverside,2242 University Ave,Riverside,CA,92507-4275,(951) 683-9798,33.975335,-117.35923
McDonald's,McDonald's - Plainville,7 Maple St,Plainville,CT,6062,(860) 747-0887,41.670999,-72.86107
McDonald's,McDonald's - Phoenix,3721 E Thomas Rd  Walmart #2515,Phoenix,AZ,85018,(602) 225-9009,33.478704,-112.000941
McDonald's,McDonald's - Edmond,1300 E 2nd St,Edmond,OK,73034,(405) 348-8228,35.652231,-97.46256
McDonald's,McDonald's - Norwalk,249 Benedict Ave,Norwalk,OH,44857-2346,(419) 668-4571,41.228325,-82.603111
McDonald's,McDonald's - Louisville,1100 Hurstbourne Ln,Louisville,KY,40222,(502) 425-3628,38.228318,-85.578271
McDonald's,McDonald's - Hampton,110 1st Ave,Hampton,TN,37658,(423) 725-3551,36.289387,-82.174057
McDonald's,McDonald's - Albany,801 N Cross St,Albany,KY,42602,(606) 387-9404,36.696596,-85.135748
McDonald's,McDonald's - Little Falls,405 Us Hwy 46 East,Little Falls,NJ,7424,(973) 256-5318,40.872429,-74.19487
McDonald's,McDonald's - Buena Park,5900 Beach Blvd,Buena Park,CA,90621,(714) 523-3542,33.87431,-117.997849
McDonald's,McDonald's - Boca Raton,2911 Clintmoore Rd,Boca Raton,FL,33496,(561) 994-3602,26.40853,-80.145762
McDonald's,McDonald's - Seymour,1105 West Steel St,Seymour,MO,65746,(417) 935-9848,37.156073,-92.78539
McDonald's,McDonald's - Los Angeles,1118 Slauson Avenue,Los Angeles,CA,90011-4800,(323) 231-2740,33.989006,-118.255989
McDonald's,McDonald's - Lake Orion,435 S Broadway,Lake Orion,MI,48362-2744,(248) 929-8085,42.777615,-83.238731
McDonald's,McDonald's - Framingham,343 Cochituate Rd,Framingham,MA,1701,(508) 861-3869,42.302929,-71.401031
McDonald's,McDonald's - Lake Wylie,5262 Highway 557,Lake Wylie,SC,29710,(803) 831-0577,35.119923,-81.085818
McDonald's,McDonald's - Clinton,1040 Main St,Clinton,MA,1510,(978) 365-9894,42.432442,-71.687073
McDonald's,McDonald's - Auburn,13370 Lincoln Way,Auburn,CA,95603-3250,(530) 823-1521,38.922321,-121.05602
McDonald's,McDonald's - Houston,2727 Bay Area Blvd,Houston,TX,77058,(281) 461-1585,29.577628,-95.107264
McDonald's,McDonald's - Pembroke,203 E Bacon Street,Pembroke,GA,31321,(912) 653-2718,32.136278,-81.62122
McDonald's,McDonald's - Kansas City,6406 Troost Avenue,Kansas City,MO,64110,(816) 523-0400,39.010975,-94.575242
McDonald's,McDonald's - Camp Verde,"Finnie Flat   I-17, P.O. Box 1882",Camp Verde,AZ,86322,(928) 567-4388,34.575705,-111.883734
McDonald's,McDonald's - Muskegon,1696 Sternberg Road,Muskegon,MI,49444,(231) 798-7681,43.154695,-86.203377
McDonald's,McDonald's - Sparta,800 Roosevelt Dr,Sparta,TN,38583-1225,(931) 738-3555,35.944403,-85.484912
McDonald's,McDonald's - Byron,955 High Point Drive Ne,Byron,MN,55920,(507) 775-0935,44.030236,-92.630156
McDonald's,McDonald's - Petersburg,440 Virginia Ave,Petersburg,WV,26847,(304) 257-9350,38.993946,-79.115501
McDonald's,McDonald's - Marlborough,155 Boston Post Rd W,Marlborough,MA,1752,(508) 485-7250,42.339638,-71.58847
McDonald's,McDonald's - San Bernardino,100 E Redlands Blvd,San Bernardino,CA,92408,(909) 825-8906,34.063374,-117.283531
McDonald's,McDonald's - Lakeville,5965 Big Tree Rd,Lakeville,NY,14480,(585) 346-2170,42.833156,-77.695378
McDonald's,McDonald's - Shreveport,1635 E Bert Kouns,Shreveport,LA,71105,(318) 797-7667,32.430256,-93.714017
McDonald's,McDonald's - Hartsville,103 Mcmurry Blvd,Hartsville,TN,37074,(615) 374-0200,36.399679,-86.162067
McDonald's,McDonald's - Vancouver,13002 Ne Hwy 99,Vancouver,WA,98664,(360) 574-9630,45.715311,-122.652405
McDonald's,McDonald's - Greeley,6901 W 10th Street,Greeley,CO,80634,(970) 301-4736,40.422012,-104.790572
McDonald's,McDonald's - Tallulah,1601 Hwy 65 S,Tallulah,LA,71282-4808,(318) 574-3313,32.395986,-91.19873
McDonald's,McDonald's - Chelsea,170 Revere Beach Pky,Chelsea,MA,2150,(781) 629-5139,42.404182,-71.035538
McDonald's,McDonald's - Fredericksburg,545 Ferry Rd,Fredericksburg,VA,22405,(888) 317-0904,38.29657,-77.446993
McDonald's,McDonald's - Grand Rapids,1246 Leonard St Ne,Grand Rapids,MI,49505,(616) 454-6177,42.984092,-85.637809
McDonald's,McDonald's - Derby,6890 Erie Rd,Derby,NY,14047,(716) 947-5099,42.699616,-78.984939
McDonald's,McDonald's - Frisco,8970 Preston Rd,Frisco,TX,75034,(972) 335-9479,33.150964,-96.803295
McDonald's,McDonald's - Woodward,2720 Oklahoma Ave,Woodward,OK,73801-4012,(580) 254-2299,36.434136,-99.415912
McDonald's,McDonald's - Dover Plains,3078 Route 22,Dover Plains,NY,12522,(845) 877-3514,41.735226,-73.580101
McDonald's,McDonald's - Rock Springs,1687 Sunset Dr,Rock Springs,WY,82901-7061,(307) 382-3080,41.576904,-109.255796
McDonald's,McDonald's - Royersford,308 N Lewis Rd,Royersford,PA,19468,(610) 948-9471,40.194585,-75.53362
McDonald's,McDonald's - Louisville,2800 Outer Loop,Louisville,KY,40219-3548,(502) 966-2222,38.136342,-85.712012
McDonald's,McDonald's - Christiansburg,2385 Roanoke St,Christiansburg,VA,24073,(540) 382-4452,37.136124,-80.360882
McDonald's,McDonald's - Laughlin,1900 S Casino Dr,Laughlin,NV,89029-1513,(702) 298-1000,35.163685,-114.571939
McDonald's,McDonald's - Vancouver,7010 Hwy 99,Vancouver,WA,98665,(360) 694-3591,45.673791,-122.663405
McDonald's,McDonald's - Washington,3901 Minnesota Avenue Ne,Washington,DC,20019,(202) 388-2191,38.893411,-76.949857
McDonald's,McDonald's - New York,401 Park Ave S,New York,NY,10016,(212) 683-4919,40.743156,-73.98393
McDonald's,McDonald's - Nashville,154 Mcgavock Pike,Nashville,TN,37214-2144,(615) 883-4150,36.170671,-86.680055
McDonald's,McDonald's - Gurnee,1275 N Delany Road,Gurnee,IL,60031,(847) 244-8728,42.377897,-87.904095
McDonald's,McDonald's - Spokane,6321 N Monroe St,Spokane,WA,99208,(509) 328-7716,47.715911,-117.425689
McDonald's,McDonald's - Yuma,2900 S Pacific Ave (W*M #1474),Yuma,AZ,85365,(928) 344-3400,32.674512,-114.601543
McDonald's,McDonald's - International Falls,1700 2nd Ave,International Falls,MN,56649,(218) 283-9500,48.587704,-93.403273
McDonald's,McDonald's - Irmo,1001 Dutch Fork Road,Irmo,SC,29063,(803) 781-3572,34.123192,-81.214429
McDonald's,McDonald's - Monongahela,301 W Main St,Monongahela,PA,15063,(724) 258-7688,40.202971,-79.925433
McDonald's,McDonald's - Sacramento,8220 Calvine Rd,Sacramento,CA,95828,(916) 585-5499,38.455452,-121.404527
McDonald's,McDonald's - Deer Park,900 S Main Ave,Deer Park,WA,99006,(509) 276-5833,47.944146,-117.477739
McDonald's,McDonald's - Edmond,16410 N May,Edmond,OK,73013,(405) 340-8744,35.63765,-97.566488
McDonald's,McDonald's - Fort Worth,13124 Hwy 287,Fort Worth,TX,76052,(817) 439-8023,32.966455,-97.41503
McDonald's,McDonald's - Bay City,2200 Broadway,Bay City,MI,48708,(989) 893-0971,43.565447,-83.894201
McDonald's,McDonald's - Emporia,2810 W 18th,Emporia,KS,66801,(620) 342-9444,38.423746,-96.217657
McDonald's,McDonald's - Lake Geneva,104 Wells St,Lake Geneva,WI,53147-2094,(262) 248-1144,42.590651,-88.429896
McDonald's,McDonald's - Mt Morris,G-8010-3 Dort Hwy,Mt Morris,MI,48458,(810) 687-0454,43.120401,-83.675313
McDonald's,McDonald's - Woodbridge,330 Rt 9 N,Woodbridge,NJ,7095,(732) 442-8704,40.536312,-74.295822
McDonald's,McDonald's - Windsor,125 Windsor River Rd,Windsor,CA,95492,(707) 837-0446,38.547535,-122.81158
McDonald's,McDonald's - Marion,1600 Marion Mt Gilead Rd,Marion,OH,43302-5822,(740) 389-2440,40.581598,-83.086682
McDonald's,McDonald's - Tampa,2101 E 13th Avenue,Tampa,FL,33605,(813) 248-5194,27.96424,-82.435167
McDonald's,McDonald's - Adams,453 S Main St,Adams,WI,53910,(608) 339-2875,43.952564,-89.818336
McDonald's,McDonald's - Minerva,601 East Lincoln Way,Minerva,OH,44657,(330) 868-1150,40.731873,-81.097477
McDonald's,McDonald's - Mt Gilead,6220 St Rte 95,Mt Gilead,OH,43338,(419) 768-2210,40.493087,-82.711689
McDonald's,McDonald's - Blair,929 Washington,Blair,NE,68008,(402) 426-4688,41.543309,-96.125237
McDonald's,McDonald's - Jacksonville,11900 Atlantic Blvd,Jacksonville,FL,32207,(904) 646-0704,30.317354,-81.491443
McDonald's,McDonald's - Princeton,715 Oakvale Rd,Princeton,WV,24740,(304) 425-6096,37.363095,-81.058614
McDonald's,McDonald's - Jefferson,1423 S Hwy 26,Jefferson,WI,53549-2910,(920) 674-4007,42.990061,-88.809713
McDonald's,McDonald's - Eatonton,1001 Lake Oconee Pkwy,Eatonton,GA,31024,(706) 485-5300,33.422294,-83.268611
McDonald's,McDonald's - Clearfield,691 N Main St,Clearfield,UT,84015-3249,(801) 774-8925,41.123722,-112.026816
McDonald's,McDonald's - Toledo,7159 W Central Ave,Toledo,OH,43617,(419) 841-6210,41.673163,-83.714879
McDonald's,McDonald's - Tyler,3109 W Gentry Place,Tyler,TX,75702-1310,(903) 593-6730,32.375405,-95.331548
McDonald's,McDonald's - Waco,906 S 6th St,Waco,TX,76703,(254) 756-0831,31.549451,-97.124513
McDonald's,McDonald's - Lamar,11 E 160 Hwy,Lamar,MO,64759,(417) 682-3663,37.49323,-94.297661
McDonald's,McDonald's - North Hollywood,8139 Sunland Blvd,North Hollywood,CA,91352-3949,(818) 504-6608,34.218559,-118.369904
McDonald's,McDonald's - La Mesa,5500 Grossmont Ctr,La Mesa,CA,91942,(619) 460-0165,32.77756,-117.009409
McDonald's,McDonald's - Clayton,11351 Us 70 Business Highway West,Clayton,NC,27520,(919) 553-5480,35.65036,-78.470474
McDonald's,McDonald's - Los Angeles,10611 W Pico Blvd,Los Angeles,CA,90064-2213,(310) 470-9919,34.04348,-118.422478
McDonald's,McDonald's - Yulee,463761 Sr 200,Yulee,FL,32097,(904) 225-9921,30.627912,-81.551909
McDonald's,McDonald's - Franklin,2080 E King St,Franklin,IN,46131,(317) 738-4471,39.483813,-86.018662
McDonald's,McDonald's - Vilonia,1148 Main Street,Vilonia,AR,72173,(501) 796-8696,35.084484,-92.199509
McDonald's,McDonald's - Charlotte,9505 South Boulevard,Charlotte,NC,28273,(704) 554-9144,35.107229,-80.880371
McDonald's,McDonald's - Ellensburg,1304 Canyon Rd,Ellensburg,WA,98926,(509) 925-6101,46.980471,-120.544617
McDonald's,McDonald's - Frazer,84 Lancaster Ave,Frazer,PA,19355,(610) 993-0135,40.042656,-75.529528
McDonald's,McDonald's - Hazle Township,761 Airport Rd,Hazle Township,PA,18202,(570) 454-8816,40.986516,-76.012507
McDonald's,McDonald's - Milford,439 Bridgeport Avenue,Milford,CT,06460-4105,(203) 874-9606,41.204921,-73.093139
McDonald's,McDonald's - Hartford,98 Weston St,Hartford,CT,6120,(860) 724-0200,41.78767,-72.662174
McDonald's,McDonald's - Hopewell,3309 Oaklawn Blvd,Hopewell,VA,23860,(804) 458-0783,37.278348,-77.309302
McDonald's,McDonald's - Springfield,5506 Backlick Rd,Springfield,VA,22151,(703) 658-0069,38.800812,-77.185341
McDonald's,McDonald's - Douglas,104 5th St,Douglas,AZ,85607,(520) 364-8388,31.33956,-109.559911
McDonald's,McDonald's - Pell City,600 Martin St N,Pell City,AL,35125,(205) 338-1616,33.594057,-86.282415
McDonald's,McDonald's - Columbia,2230 Decker Blvd,Columbia,SC,29206,(803) 788-7651,34.053709,-80.94618
McDonald's,McDonald's - Lambsburg,227 Old Pipers Gap Road,Lambsburg,VA,24351,(276) 755-3003,36.579403,-80.740417
McDonald's,McDonald's - San Antonio,8819 State Hwy 151,San Antonio,TX,78251,(210) 647-4445,29.444305,-98.663432
McDonald's,McDonald's - Ottawa,2214 Princeton Circle Dr,Ottawa,KS,66067-4025,(785) 242-4451,38.580294,-95.268654
McDonald's,McDonald's - Mifflinville,Route 339 And I 80,Mifflinville,PA,18631,(570) 752-4333,41.026499,-76.317194
McDonald's,McDonald's - Ogallala,301 Stagecoach Trail I80 Exit 126,Ogallala,NE,69153,(308) 284-2274,41.1163,-101.71123
McDonald's,McDonald's - Donna,602 N D Salinas Blvd,Donna,TX,78537,(956) 461-3388,26.178912,-98.040966
McDonald's,McDonald's - Akron,2021 E Market St,Akron,OH,44305,(330) 733-3666,41.061232,-81.454996
McDonald's,McDonald's - Utica,1124 Mohawk St,Utica,NY,13503,(315) 733-1818,43.09103,-75.222336
McDonald's,McDonald's - San Antonio,3502 Roosevelt Avenue,San Antonio,TX,78214-2845,(210) 927-5273,29.354962,-98.480584
McDonald's,McDonald's - Idaho Falls,1575 N Gate Mile,Idaho Falls,ID,83401,(208) 524-2757,43.510632,-112.017997
McDonald's,McDonald's - Hendersonville,305 New Shackle Island Rd,Hendersonville,TN,37075,(615) 822-7169,36.321536,-86.623049
McDonald's,McDonald's - Hyannis,654 Iyannough Road,Hyannis,MA,2601,(508) 771-1513,41.667568,-70.291522
McDonald's,McDonald's - San Diego,1121 Garnet Ave,San Diego,CA,92109-2906,(858) 483-5045,32.797611,-117.249496
McDonald's,McDonald's - Sheridan,2590 N Main,Sheridan,WY,82801,(307) 672-5900,44.82696,-106.959461
McDonald's,McDonald's - Fredericksburg,3102-A Plank Rd,Fredericksburg,VA,22401,(540) 786-6533,38.294497,-77.515867
McDonald's,McDonald's - Dallas,4223 W Illinois,Dallas,TX,75211-8458,(214) 330-4873,32.720902,-96.889415
McDonald's,McDonald's - Las Vegas,5111 Boulder Hwy,Las Vegas,NV,89122,(702) 434-2560,36.112779,-115.062298
McDonald's,McDonald's - Chicago,2707 N Milwaukee Ave,Chicago,IL,60647,(773) 342-4052,41.930408,-87.709352
McDonald's,McDonald's - Baton Rouge,7188 Siegen Ln,Baton Rouge,LA,70809-4533,(225) 293-9250,30.384059,-91.065759
McDonald's,McDonald's - Milwaukee,6262 S 13th St,Milwaukee,WI,53221-5125,(414) 764-3331,42.930967,-87.929039
McDonald's,McDonald's - Bennett,1191 1st Street,Bennett,CO,80102,(303) 644-3336,39.741379,-104.434708
McDonald's,McDonald's - North Bend,3303 Broadway Avenue,North Bend,OR,97459-2201,(541) 756-6617,43.392261,-124.238837
McDonald's,McDonald's - West Haven,1129 Campbell Ave,West Haven,CT,6516,(203) 934-9206,41.289525,-72.958359
McDonald's,McDonald's - Bensalem,1930 Street Road,Bensalem,PA,19020,(215) 245-1440,40.09647,-74.94585
McDonald's,McDonald's - Alpena,1115 W Chisholm,Alpena,MI,49707-1617,(989) 354-5522,45.072561,-83.445276
McDonald's,McDonald's - Scottsdale,8001 E Indian School Rd,Scottsdale,AZ,85257,(480) 429-5224,33.494536,-111.908455
McDonald's,McDonald's - Hialeah,16701 Nw 67th Ave,Hialeah,FL,33015,(305) 822-6232,25.925483,-80.308507
McDonald's,McDonald's - Garden City,1106 North Taylor Avenue,Garden City,KS,67846-4017,(620) 276-3311,37.975437,-100.882998
McDonald's,McDonald's - Florence,3183 Cloverdale Rd,Florence,AL,35630,(256) 740-6797,34.848811,-87.69069
McDonald's,McDonald's - North Charleston,8586 Rivers Ave,North Charleston,SC,29406,(843) 824-5433,32.963457,-80.043269
McDonald's,McDonald's - Tampa,11707 N 56th St,Tampa,FL,33617,(813) 988-1823,28.055392,-82.393013
McDonald's,McDonald's - Oklahoma City,7525 S Western,Oklahoma City,OK,73139-2407,(405) 636-1583,35.390674,-97.530537
McDonald's,McDonald's - Paducah,2224 Lone Oak Rd,Paducah,KY,42001,(270) 554-8876,37.045892,-88.655299
McDonald's,McDonald's - St. Petersburg,9600 4th St N,St. Petersburg,FL,33702,(727) 576-9405,27.859399,-82.639339
McDonald's,McDonald's - Athens,1105 E Tyler,Athens,TX,75751-2145,(903) 677-3115,32.206286,-95.836249
McDonald's,McDonald's - Augusta,3444 Mike Padgett Highway,Augusta,GA,30906,(706) 790-8001,33.395106,-82.004598
McDonald's,McDonald's - Harrison,10570 Harrison Avenue,Harrison,OH,45030-1944,(513) 367-6839,39.25368,-84.795229
McDonald's,McDonald's - Sugar Hill,6005 Cumming Hwy,Sugar Hill,GA,30518,(770) 932-0480,34.121851,-84.079111
McDonald's,McDonald's - Mccomb,320 Delaware Ave,Mccomb,MS,39648,(601) 684-8033,31.24424,-90.454413
McDonald's,McDonald's - Lindsay,208 N Hwy 65,Lindsay,CA,93247-2701,(559) 562-4567,36.202981,-119.103064
McDonald's,McDonald's - Minneapolis,916 W Broadway,Minneapolis,MN,55411,(612) 521-8504,44.99978,-93.292348
McDonald's,McDonald's - Fayetteville,484 Fayette Town Center Road,Fayetteville,WV,25840,(304) 574-4734,38.033723,-81.122006
McDonald's,McDonald's - Apopka,233 E Main St,Apopka,FL,32703,(407) 886-0822,28.673712,-81.506546
McDonald's,McDonald's - Anchorage,701 E 36th Ave,Anchorage,AK,99503-4141,(907) 563-0658,61.188539,-149.870531
McDonald's,McDonald's - Austin,9300 S I-35,Austin,TX,78748,(512) 291-9397,30.165041,-97.79056
McDonald's,McDonald's - Forest Park,420 Des Plaines Ave,Forest Park,IL,60130,(708) 488-0146,41.879081,-87.813542
McDonald's,McDonald's - San Antonio,101 Alamo Plaza,San Antonio,TX,78205-2601,(210) 226-3800,29.423837,-98.487644
McDonald's,McDonald's - Missoula,720 E Broadway,Missoula,MT,59802-4610,(406) 728-8692,46.869814,-113.984571
McDonald's,McDonald's - California City,9628 California City Boulevard,California City,CA,93505,(760) 373-3399,35.125638,-117.958258
McDonald's,McDonald's - Eagle Pass,1860 S Veterans Boulevard,Eagle Pass,TX,78852,(830) 758-0781,28.68663,-100.473048
McDonald's,McDonald's - Alexandria,8735 Richmond Hwy,Alexandria,VA,22309,(703) 780-0710,38.720081,-77.124882
McDonald's,McDonald's - Orlando,5107 S John Young Parkway,Orlando,FL,32839,(407) 851-5699,28.488136,-81.41685
McDonald's,McDonald's - Pasadena,1320 East Colorado Blvd,Pasadena,CA,91106,(626) 449-9597,34.145614,-118.12308
McDonald's,McDonald's - Charleston,606 E Main St,Charleston,MS,38901,(662) 647-8797,34.006545,-90.047838
McDonald's,McDonald's - Moon Township,2805 Gracy Center Way,Moon Township,PA,15108,(412) 262-5755,40.516946,-80.219606
McDonald's,McDonald's - Minneapolis,2929 Hennepin Ave S,Minneapolis,MN,55408-1955,(612) 827-4135,44.949131,-93.298035
McDonald's,McDonald's - Kearney,715 2nd Ave,Kearney,NE,68847-7811,(308) 237-9383,40.681692,-99.083742
McDonald's,McDonald's - Lexington,2271 Elkhorn Road North,Lexington,KY,40505-4813,(859) 293-5312,38.042555,-84.424088
McDonald's,McDonald's - Pomeroy,423 W Main St,Pomeroy,OH,45769,(740) 992-5600,39.019673,-82.041782
McDonald's,McDonald's - East Chicago,4745 Indianapolis Blvd,East Chicago,IN,46312-3327,(219) 397-8000,41.627731,-87.480488
McDonald's,McDonald's - Santa Clara,3509 Home Stead Rd,Santa Clara,CA,95051-5116,(408) 243-2897,37.338303,-121.993866
McDonald's,McDonald's - Camden,106 Hwy 641 N,Camden,TN,38320-1328,(731) 584-2804,36.057895,-88.115044
McDonald's,McDonald's - Brooklyn Park,9000 85th Ave North,Brooklyn Park,MN,55445-2153,(763) 425-0990,45.109276,-93.396111
McDonald's,McDonald's - Pico Rivera,8715 E Whittier Ave,Pico Rivera,CA,90660,(562) 695-9177,34.002872,-118.086693
McDonald's,McDonald's - Los Angeles,2215 W Martin Luther King Jr Blvd,Los Angeles,CA,90008,(323) 299-2259,34.011072,-118.317968
McDonald's,McDonald's - Lynchburg,2135 Wards Rd,Lynchburg,VA,24502,(434) 239-7852,37.372484,-79.184735
McDonald's,McDonald's - Wichita,5606 E Central,Wichita,KS,67208-4201,(316) 681-0160,37.694356,-97.270952
McDonald's,McDonald's - Harker Heights,920 East Knights Way,Harker Heights,TX,76548,(254) 698-1741,31.056491,-97.657127
McDonald's,McDonald's - Fort Wayne,1103 Goshen Rd,Fort Wayne,IN,46808-2029,(260) 483-8355,41.099924,-85.15682
McDonald's,McDonald's - New York,824 3rd Avenue 50th St,New York,NY,10022,(646) 918-6867,40.756163,-73.970751
McDonald's,McDonald's - Endicott,603-605 E Main St,Endicott,NY,13760,(607) 748-3625,42.09602,-76.05462
McDonald's,McDonald's - Rockwood,1106 North Gateway Ave,Rockwood,TN,37854,(865) 354-0002,35.881505,-84.6601
McDonald's,McDonald's - Santa Maria,2280 Skyway Drive,Santa Maria,CA,93455,(805) 349-1140,34.920274,-120.453499
McDonald's,McDonald's - La Vergne,505 Waldron Rd,La Vergne,TN,37086,(615) 793-4310,36.00004,-86.595715
McDonald's,McDonald's - Macon,14951 Highway 45,Macon,MS,39341,(662) 726-2223,33.142136,-88.551712
McDonald's,McDonald's - Bessemer,1195 Greenmor Dr,Bessemer,AL,35022-6445,(205) 425-6200,33.337176,-86.918645
McDonald's,McDonald's - San Diego,7085 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 279-0679,32.832256,-117.165367
McDonald's,McDonald's - Forest,14901 Forest Rd,Forest,VA,24551,(434) 525-2758,37.365656,-79.295535
McDonald's,McDonald's - Cotulla,719 N Ih 35,Cotulla,TX,78014,(830) 879-4711,28.45056,-99.239765
McDonald's,McDonald's - Benson,618 S State Hwy 90,Benson,AZ,85602,(520) 586-7337,31.963016,-110.346631
McDonald's,McDonald's - St. Paul,16393 Bush Place,St. Paul,VA,24224,(276) 762-5088,36.90512,-82.318235
McDonald's,McDonald's - Portland,3330 Ne 82nd Ave,Portland,OR,97220-5230,(503) 254-5349,45.546939,-122.578378
McDonald's,McDonald's - Chicago,203 N Lasalle St,Chicago,IL,60601,(312) 332-0482,41.885816,-87.631667
McDonald's,McDonald's - Los Lunas,652 Main St Ne,Los Lunas,NM,87031-9223,(505) 865-7370,34.805944,-106.728354
McDonald's,McDonald's - Fern Park,1415 E State Rd,Fern Park,FL,32730,(407) 831-1636,28.663729,-81.3453
McDonald's,McDonald's - Elgin,816 Saint Charles Rd,Elgin,IL,60120,(847) 608-5050,42.019713,-88.268928
McDonald's,McDonald's - Eatontown,Rt 35 & Main St,Eatontown,NJ,7724,(732) 389-1764,40.304138,-74.059914
McDonald's,McDonald's - Brownsville,101 S Expressway,Brownsville,TX,78520-8049,(956) 541-1031,25.921255,-97.491405
McDonald's,McDonald's - Oneida,19820 Alberta St,Oneida,TN,37841,(423) 286-7800,36.515509,-84.506322
McDonald's,McDonald's - Chicago,7832 S Western,Chicago,IL,60620-5822,(773) 476-1196,41.751294,-87.683395
McDonald's,McDonald's - Williams,805 N. Grand Canyon Blvd.,Williams,AZ,86046,(928) 635-9100,35.257088,-112.192487
McDonald's,McDonald's - Big Spring,706 E I-20,Big Spring,TX,79720,(432) 264-7552,32.265724,-101.474682
McDonald's,McDonald's - Star Junction,3085 Pittsburgh Rd,Star Junction,PA,15482,(724) 736-0244,40.062959,-79.765121
McDonald's,McDonald's - Bryan,608 N Earl Rudder Parkway,Bryan,TX,77802,(979) 774-4325,30.665907,-96.327268
McDonald's,McDonald's - Sparks,2095 Brierley Way,Sparks,NV,89434,(775) 331-0466,39.527713,-119.701135
McDonald's,McDonald's - Federal Heights,2750 W 104th Ave,Federal Heights,CO,80234,(720) 889-2291,39.884732,-105.02139
